rg,nome,idade,cidade,doenca
20783403,Argie,44,Belo Horizonte,covid-19
20784180,Billie,93,Contagem,artrite
20784957,Margie,79,Santa Luzia,dengue
20785734,Trina,76,Betim,fibromialgia
20786511,Aurelio,92,Ribeirão das Neves,catapora
20787288,Zelpha,33,Ribeirão das Neves,dengue
20788065,Elner,58,Betim,febre amarela
20788842,Bob,72,Belo Horizonte,catapora
20789619,Doreen,87,Betim,dengue
20790396,Oliva,28,Contagem,pneumonia
20791173,Lambert,34,Betim,artrite
20791950,Kitty,62,Belo Horizonte,fibromialgia
20792727,Christena,44,Betim,catapora
20793504,Juluis,7,Belo Horizonte,catapora
20794281,Melville,52,Ribeirão das Neves,covid-19
20795058,Exa,47,Santa Luzia,covid-19
20795835,Aleta,5,Ribeirão das Neves,cancer
20796612,Jule,26,Santa Luzia,virose
20797389,Flonnie,12,Santa Luzia,covid-19
20798166,Elizebeth,80,Santa Luzia,pneumonia
20798943,Antoniette,93,Santa Luzia,covid-19
20799720,Guillermo,66,Betim,fibromialgia
20800497,Dicie,63,Belo Horizonte,catapora
20801274,Oleva,21,Ribeirão das Neves,pneumonia
20802051,Barney,18,Betim,covid-19
20802828,Brady,76,Santa Luzia,catapora
20803605,Timothy,33,Ribeirão das Neves,febre amarela
20804382,Perlie,76,Betim,pneumonia
20805159,Neoma,53,Belo Horizonte,febre amarela
20805936,Garnett,50,Contagem,pneumonia
20806713,Walker,93,Contagem,pneumonia
20807490,Loyd,34,Santa Luzia,fibromialgia
20808267,Julius,5,Santa Luzia,virose
20809044,Felipe,71,Santa Luzia,febre amarela
20809821,Lennie,57,Betim,dengue
20810598,Faye,7,Belo Horizonte,fibromialgia
20811375,Diane,69,Contagem,dengue
20812152,Mansfield,92,Ribeirão das Neves,cancer
20812929,Mellie,64,Ribeirão das Neves,virose
20813706,Cecil,2,Santa Luzia,gripe
20814483,Berry,15,Santa Luzia,covid-19
20815260,Suzanne,32,Contagem,covid-19
20816037,Zara,69,Santa Luzia,artrite
20816814,Holly,39,Ribeirão das Neves,artrite
20817591,Carolyn,77,Betim,pneumonia
20818368,Ilda,99,Ribeirão das Neves,fibromialgia
20819145,Dara,92,Ribeirão das Neves,pneumonia
20819922,Maxie,73,Belo Horizonte,pneumonia
20820699,Claudie,49,Betim,artrite
20821476,Jack,23,Santa Luzia,virose
20822253,Agnes,46,Santa Luzia,covid-19
20823030,Nadine,92,Santa Luzia,artrite
20823807,Bob,94,Belo Horizonte,catapora
20824584,Wood,50,Belo Horizonte,covid-19
20825361,Eva,29,Ribeirão das Neves,artrite
20826138,Cecelia,24,Ribeirão das Neves,catapora
20826915,Paula,3,Santa Luzia,virose
20827692,Kitty,99,Contagem,catapora
20828469,Cordelia,85,Contagem,fibromialgia
20829246,Vassie,73,Ribeirão das Neves,dengue
20830023,Myra,13,Belo Horizonte,artrite
20830800,Donie,62,Belo Horizonte,gripe
20831577,Genie,29,Contagem,febre amarela
20832354,Tobe,60,Santa Luzia,febre amarela
20833131,Vernie,21,Belo Horizonte,dengue
20833908,Delmar,77,Betim,artrite
20834685,Harlen,72,Contagem,dengue
20835462,Samson,94,Ribeirão das Neves,artrite
20836239,Belle,53,Ribeirão das Neves,gripe
20837016,Winifred,79,Belo Horizonte,pneumonia
20837793,Nanie,2,Betim,catapora
20838570,Emmie,62,Santa Luzia,dengue
20839347,Carol,47,Ribeirão das Neves,pneumonia
20840124,Melda,88,Santa Luzia,covid-19
20840901,Eveline,50,Santa Luzia,fibromialgia
20841678,Georgia,88,Contagem,fibromialgia
20842455,Ann,76,Betim,cancer
20843232,Eunice,78,Betim,pneumonia
20844009,Esther,46,Contagem,cancer
20844786,Payton,95,Santa Luzia,gripe
20845563,Allison,44,Contagem,artrite
20846340,Christena,53,Betim,cancer
20847117,Josefita,53,Santa Luzia,artrite
20847894,Wyatt,2,Belo Horizonte,cancer
20848671,Lallie,93,Betim,gripe
20849448,Natalia,86,Contagem,virose
20850225,Watson,6,Contagem,virose
20851002,Clint,26,Betim,febre amarela
20851779,Vallie,14,Ribeirão das Neves,virose
20852556,Blanche,38,Ribeirão das Neves,covid-19
20853333,Lonnie,78,Ribeirão das Neves,artrite
20854110,Collins,86,Betim,cancer
20854887,Lemuel,32,Santa Luzia,fibromialgia
20855664,Millicent,69,Santa Luzia,dengue
20856441,Elwyn,66,Santa Luzia,febre amarela
20857218,Joseph,7,Betim,febre amarela
20857995,Gaines,10,Betim,gripe
20858772,Isadore,44,Ribeirão das Neves,cancer
20859549,Queenie,50,Betim,cancer
20860326,Myrtle,64,Betim,catapora
20861103,Zilphia,31,Betim,cancer
20861880,Elgie,45,Contagem,febre amarela
20862657,Rosella,36,Belo Horizonte,covid-19
20863434,Byrde,48,Betim,gripe
20864211,Loy,14,Belo Horizonte,catapora
20864988,Izora,89,Ribeirão das Neves,virose
20865765,Mae,95,Contagem,febre amarela
20866542,Shed,25,Ribeirão das Neves,cancer
20867319,Gervaise,37,Belo Horizonte,virose
20868096,Conley,13,Belo Horizonte,gripe
20868873,Doretta,53,Santa Luzia,cancer
20869650,Alexandria,44,Santa Luzia,gripe
20870427,Simpson,89,Belo Horizonte,pneumonia
20871204,Ara,91,Belo Horizonte,artrite
20871981,Donalda,59,Santa Luzia,fibromialgia
20872758,Mazie,65,Santa Luzia,cancer
20873535,Adela,46,Contagem,covid-19
20874312,Madaline,93,Contagem,dengue
20875089,Audry,58,Santa Luzia,dengue
20875866,Leah,32,Belo Horizonte,artrite
20876643,Herbert,54,Ribeirão das Neves,fibromialgia
20877420,Willie,50,Ribeirão das Neves,dengue
20878197,Lilian,93,Betim,pneumonia
20878974,Justine,53,Betim,gripe
20879751,Grace,97,Ribeirão das Neves,covid-19
20880528,Maureen,6,Ribeirão das Neves,artrite
20881305,Lawson,41,Contagem,fibromialgia
20882082,Orrie,75,Contagem,gripe
20882859,Prudie,80,Betim,artrite
20883636,Santiago,90,Contagem,fibromialgia
20884413,Travis,62,Betim,covid-19
20885190,Gus,37,Betim,artrite
20885967,Willian,29,Betim,catapora
20886744,Raul,13,Betim,catapora
20887521,Celeste,34,Ribeirão das Neves,cancer
20888298,Stacy,71,Santa Luzia,dengue
20889075,Dudley,93,Contagem,virose
20889852,Opal,5,Ribeirão das Neves,pneumonia
20890629,Zell,31,Belo Horizonte,catapora
20891406,Olia,93,Contagem,febre amarela
20892183,Miller,46,Ribeirão das Neves,artrite
20892960,Elizabeth,77,Santa Luzia,virose
20893737,Coy,6,Belo Horizonte,pneumonia
20894514,Ethan,39,Contagem,gripe
20895291,Hermie,57,Ribeirão das Neves,cancer
20896068,Goldia,11,Contagem,artrite
20896845,Roma,75,Santa Luzia,febre amarela
20897622,Polly,89,Belo Horizonte,dengue
20898399,Rosetta,26,Contagem,febre amarela
20899176,Florance,93,Belo Horizonte,artrite
20899953,Johnnie,25,Santa Luzia,catapora
20900730,Claud,73,Belo Horizonte,virose
20901507,Alfonso,98,Ribeirão das Neves,cancer
20902284,Zenobia,77,Betim,dengue
20903061,Glenn,15,Santa Luzia,cancer
20903838,Dovie,58,Santa Luzia,pneumonia
20904615,Butler,51,Betim,virose
20905392,Hubbard,20,Betim,dengue
20906169,Merritt,14,Belo Horizonte,gripe
20906946,Morton,10,Betim,covid-19
20907723,Victoria,92,Contagem,febre amarela
20908500,Elena,11,Betim,dengue
20909277,Wyona,15,Contagem,pneumonia
20910054,Verna,46,Ribeirão das Neves,artrite
20910831,Ishmael,78,Betim,cancer
20911608,Rolland,27,Contagem,gripe
20912385,Fritz,93,Contagem,cancer
20913162,Loree,33,Contagem,virose
20913939,Bruno,36,Ribeirão das Neves,catapora
20914716,Hobart,81,Belo Horizonte,virose
20915493,Marshall,48,Belo Horizonte,febre amarela
20916270,Love,46,Betim,febre amarela
20917047,Hilda,50,Santa Luzia,pneumonia
20917824,Herminia,3,Contagem,virose
20918601,Evan,95,Contagem,artrite
20919378,Finley,68,Ribeirão das Neves,gripe
20920155,Marceline,22,Ribeirão das Neves,virose
20920932,Elwin,51,Contagem,artrite
20921709,Larue,1,Santa Luzia,dengue
20922486,Milda,70,Belo Horizonte,cancer
20923263,Arthur,93,Ribeirão das Neves,gripe
20924040,Mercedes,36,Santa Luzia,artrite
20924817,Silas,35,Contagem,covid-19
20925594,Idell,86,Ribeirão das Neves,fibromialgia
20926371,Josephine,43,Belo Horizonte,covid-19
20927148,Olie,60,Belo Horizonte,febre amarela
20927925,June,52,Belo Horizonte,pneumonia
20928702,Melvin,45,Contagem,gripe
20929479,Vance,47,Contagem,artrite
20930256,Love,29,Belo Horizonte,pneumonia
20931033,Sebastian,3,Betim,virose
20931810,Jewell,64,Contagem,fibromialgia
20932587,Benjamin,15,Santa Luzia,covid-19
20933364,Atha,92,Ribeirão das Neves,gripe
20934141,Nezzie,57,Betim,gripe
20934918,Thelma,99,Contagem,covid-19
20935695,Anthony,26,Betim,catapora
20936472,Herlinda,85,Betim,artrite
20937249,Felice,92,Betim,fibromialgia
20938026,Alvah,48,Ribeirão das Neves,virose
20938803,Emmett,58,Contagem,catapora
20939580,Leathie,38,Belo Horizonte,gripe
20940357,Golden,96,Contagem,dengue
20941134,Gerhard,51,Santa Luzia,pneumonia
20941911,Emilia,95,Contagem,febre amarela
20942688,Eugene,96,Ribeirão das Neves,gripe
20943465,Tiney,24,Betim,dengue
20944242,Rae,6,Santa Luzia,fibromialgia
20945019,Arilla,55,Betim,virose
20945796,Katherine,29,Ribeirão das Neves,fibromialgia
20946573,Ernest,52,Betim,catapora
20947350,Anton,5,Santa Luzia,cancer
20948127,Ima,19,Betim,artrite
20948904,Christeen,45,Contagem,pneumonia
20949681,Curtis,84,Ribeirão das Neves,covid-19
20950458,Laurence,40,Ribeirão das Neves,pneumonia
20951235,Lowell,32,Ribeirão das Neves,cancer
20952012,Amanda,60,Santa Luzia,artrite
20952789,Morton,42,Contagem,covid-19
20953566,Luciano,55,Belo Horizonte,cancer
20954343,Katherina,87,Contagem,febre amarela
20955120,Tennie,63,Contagem,catapora
20955897,Ethal,26,Betim,cancer
20956674,Hildur,3,Santa Luzia,catapora
20957451,Effa,42,Ribeirão das Neves,catapora
20958228,Arena,3,Contagem,virose
20959005,Claribel,73,Belo Horizonte,febre amarela
20959782,Ramona,8,Belo Horizonte,cancer
20960559,Concettina,45,Betim,covid-19
20961336,Maynard,70,Ribeirão das Neves,pneumonia
20962113,Joshua,55,Santa Luzia,covid-19
20962890,Sullivan,67,Betim,fibromialgia
20963667,Drew,47,Santa Luzia,febre amarela
20964444,Veola,53,Betim,catapora
20965221,Russ,38,Ribeirão das Neves,covid-19
20965998,Zeta,97,Belo Horizonte,covid-19
20966775,Franklyn,37,Santa Luzia,fibromialgia
20967552,Rowena,82,Betim,virose
20968329,Jodie,82,Contagem,fibromialgia
20969106,Kathryn,61,Ribeirão das Neves,catapora
20969883,Grant,58,Ribeirão das Neves,artrite
20970660,Aldea,75,Santa Luzia,covid-19
20971437,Collins,11,Betim,cancer
20972214,Ether,41,Contagem,cancer
20972991,Octavia,56,Betim,artrite
20973768,Enos,86,Betim,catapora
20974545,Zennie,27,Belo Horizonte,pneumonia
20975322,Ethyl,41,Santa Luzia,artrite
20976099,Angela,27,Santa Luzia,artrite
20976876,Dwight,83,Ribeirão das Neves,catapora
20977653,Virdie,31,Santa Luzia,pneumonia
20978430,Juan,63,Contagem,pneumonia
20979207,Ivy,33,Santa Luzia,cancer
20979984,Emilie,98,Contagem,pneumonia
20980761,Louie,86,Santa Luzia,artrite
20981538,Worth,65,Santa Luzia,fibromialgia
20982315,Edra,45,Belo Horizonte,febre amarela
20983092,Regina,71,Belo Horizonte,covid-19
20983869,Ursula,70,Belo Horizonte,virose
20984646,Nealie,59,Betim,pneumonia
20985423,Adelle,38,Betim,virose
20986200,Dana,29,Belo Horizonte,dengue
20986977,Marvella,85,Contagem,febre amarela
20987754,Dorris,64,Contagem,artrite
20988531,Laurel,88,Ribeirão das Neves,gripe
20989308,Ophelia,27,Betim,virose
20990085,Donna,65,Contagem,cancer
20990862,Nelda,43,Ribeirão das Neves,gripe
20991639,Natalie,78,Betim,fibromialgia
20992416,Beth,7,Ribeirão das Neves,artrite
20993193,Leota,30,Ribeirão das Neves,artrite
20993970,Alcie,20,Ribeirão das Neves,virose
20994747,Zack,99,Ribeirão das Neves,febre amarela
20995524,Maurice,74,Belo Horizonte,gripe
20996301,Lionel,50,Santa Luzia,febre amarela
20997078,Emmer,23,Santa Luzia,covid-19
20997855,Braxton,88,Santa Luzia,artrite
20998632,Lovell,44,Santa Luzia,cancer
20999409,Thressa,84,Betim,dengue
21000186,June,95,Santa Luzia,gripe
21000963,Electra,82,Santa Luzia,cancer
21001740,Walker,95,Ribeirão das Neves,virose
21002517,Ebb,84,Belo Horizonte,pneumonia
21003294,Wilmer,26,Belo Horizonte,covid-19
21004071,Parthena,79,Santa Luzia,febre amarela
21004848,Salvatore,32,Belo Horizonte,catapora
21005625,Lovenia,6,Betim,pneumonia
21006402,Elmire,12,Contagem,covid-19
21007179,Fleming,2,Contagem,catapora
21007956,Adeline,47,Ribeirão das Neves,covid-19
21008733,Sydelle,92,Belo Horizonte,covid-19
21009510,Paris,68,Betim,catapora
21010287,Chrystal,44,Ribeirão das Neves,gripe
21011064,Orie,13,Contagem,dengue
21011841,Barnett,14,Contagem,catapora
21012618,Seldon,37,Contagem,fibromialgia
21013395,Bernadine,10,Betim,covid-19
21014172,Hamp,1,Contagem,artrite
21014949,Salina,31,Ribeirão das Neves,gripe
21015726,Lossie,54,Contagem,cancer
21016503,Guy,61,Ribeirão das Neves,virose
21017280,Arabella,67,Santa Luzia,virose
21018057,Bessie,69,Betim,artrite
21018834,Deborah,96,Contagem,pneumonia
21019611,Harry,77,Betim,cancer
21020388,Susanne,26,Ribeirão das Neves,pneumonia
21021165,Bertie,66,Santa Luzia,dengue
21021942,Honor,7,Santa Luzia,gripe
21022719,Jewell,3,Contagem,covid-19
21023496,Paul,44,Santa Luzia,fibromialgia
21024273,Byrd,15,Belo Horizonte,fibromialgia
21025050,Doretta,58,Belo Horizonte,febre amarela
21025827,Nela,10,Belo Horizonte,artrite
21026604,Adelaide,24,Santa Luzia,pneumonia
21027381,Lerah,50,Betim,fibromialgia
21028158,Madie,36,Santa Luzia,covid-19
21028935,Iza,4,Santa Luzia,febre amarela
21029712,Carlie,69,Contagem,cancer
21030489,Manning,85,Santa Luzia,covid-19
21031266,Minor,16,Contagem,cancer
21032043,Peggie,83,Ribeirão das Neves,pneumonia
21032820,Opal,59,Belo Horizonte,virose
21033597,Lovey,87,Santa Luzia,artrite
21034374,Maudie,19,Belo Horizonte,fibromialgia
21035151,Jennie,26,Santa Luzia,catapora
21035928,Fannie,98,Ribeirão das Neves,gripe
21036705,Ivory,89,Contagem,pneumonia
21037482,Grace,69,Betim,gripe
21038259,Adolph,80,Contagem,pneumonia
21039036,Bryan,25,Betim,covid-19
21039813,Horatio,47,Betim,artrite
21040590,Alfred,76,Contagem,fibromialgia
21041367,Alla,40,Betim,febre amarela
21042144,Charles,70,Santa Luzia,virose
21042921,Trinidad,32,Betim,cancer
21043698,Leopold,35,Ribeirão das Neves,covid-19
21044475,Bedford,67,Belo Horizonte,gripe
21045252,Margie,56,Ribeirão das Neves,dengue
21046029,Lucia,95,Contagem,cancer
21046806,Meredith,15,Betim,cancer
21047583,Elaine,97,Betim,dengue
21048360,Tyyne,30,Santa Luzia,artrite
21049137,Sanders,41,Betim,pneumonia
21049914,Alveda,73,Betim,fibromialgia
21050691,Kathryn,15,Belo Horizonte,virose
21051468,Drew,35,Ribeirão das Neves,catapora
21052245,Goldie,55,Ribeirão das Neves,covid-19
21053022,Leonore,86,Contagem,catapora
21053799,Regina,27,Belo Horizonte,fibromialgia
21054576,Augustus,11,Contagem,gripe
21055353,Elizah,64,Betim,febre amarela
21056130,Mckinley,78,Contagem,catapora
21056907,Lolita,51,Contagem,virose
21057684,Orie,21,Ribeirão das Neves,catapora
21058461,Joella,71,Betim,dengue
21059238,Gaston,69,Belo Horizonte,febre amarela
21060015,Antone,69,Santa Luzia,febre amarela
21060792,Dellar,63,Ribeirão das Neves,dengue
21061569,Dixie,30,Betim,dengue
21062346,Lester,55,Santa Luzia,cancer
21063123,Stella,26,Belo Horizonte,catapora
21063900,Ophelia,92,Betim,febre amarela
21064677,Almeda,96,Betim,gripe
21065454,Lilian,21,Belo Horizonte,gripe
21066231,Chloe,37,Ribeirão das Neves,covid-19
21067008,Stuart,62,Belo Horizonte,febre amarela
21067785,Elden,33,Contagem,febre amarela
21068562,Velna,8,Betim,gripe
21069339,Alvira,53,Contagem,dengue
21070116,Lella,68,Contagem,virose
21070893,Arvil,51,Ribeirão das Neves,virose
21071670,Ardella,65,Santa Luzia,dengue
21072447,Hope,84,Ribeirão das Neves,dengue
21073224,Pearley,6,Contagem,fibromialgia
21074001,Libbie,98,Santa Luzia,pneumonia
21074778,Annette,22,Contagem,artrite
21075555,Susan,89,Contagem,catapora
21076332,Maude,98,Ribeirão das Neves,febre amarela
21077109,Rosemarie,32,Contagem,virose
21077886,Sanders,28,Santa Luzia,fibromialgia
21078663,Julia,93,Betim,pneumonia
21079440,Boyd,13,Contagem,covid-19
21080217,Sina,19,Betim,febre amarela
21080994,Delcie,70,Contagem,dengue
21081771,Tinnie,55,Belo Horizonte,virose
21082548,Auda,43,Contagem,dengue
21083325,Fidelia,79,Ribeirão das Neves,pneumonia
21084102,Elden,89,Contagem,catapora
21084879,Bruna,55,Betim,gripe
21085656,Venia,62,Ribeirão das Neves,pneumonia
21086433,Godfrey,62,Ribeirão das Neves,virose
21087210,Mozella,34,Ribeirão das Neves,fibromialgia
21087987,Wayland,54,Santa Luzia,gripe
21088764,Alfreda,33,Belo Horizonte,pneumonia
21089541,Kathryne,51,Ribeirão das Neves,pneumonia
21090318,Marzella,94,Betim,covid-19
21091095,Adolph,4,Ribeirão das Neves,artrite
21091872,Furman,96,Ribeirão das Neves,catapora
21092649,Ellar,76,Ribeirão das Neves,covid-19
21093426,Loney,88,Santa Luzia,artrite
21094203,Ottilia,72,Contagem,covid-19
21094980,Marjorie,67,Belo Horizonte,fibromialgia
21095757,Letta,29,Ribeirão das Neves,pneumonia
21096534,Althea,62,Betim,cancer
21097311,Donald,57,Betim,virose
21098088,Luna,70,Ribeirão das Neves,febre amarela
21098865,Nicolas,25,Belo Horizonte,catapora
21099642,Jep,66,Contagem,virose
21100419,Joyce,76,Contagem,covid-19
21101196,Tex,81,Ribeirão das Neves,covid-19
21101973,Lois,87,Betim,artrite
21102750,Radford,80,Betim,virose
21103527,Harlow,80,Betim,covid-19
21104304,Gene,1,Belo Horizonte,dengue
21105081,Alta,90,Betim,covid-19
21105858,Catherine,85,Betim,febre amarela
21106635,Dagny,67,Contagem,pneumonia
21107412,Inza,90,Betim,artrite
21108189,Isadora,69,Santa Luzia,cancer
21108966,Lorraine,86,Contagem,pneumonia
21109743,Adolphus,65,Betim,febre amarela
21110520,Green,66,Contagem,gripe
21111297,Theola,42,Contagem,pneumonia
21112074,Irene,9,Santa Luzia,fibromialgia
21112851,Roma,33,Contagem,virose
21113628,Rae,39,Betim,virose
21114405,Cleone,66,Contagem,fibromialgia
21115182,Casey,48,Betim,artrite
21115959,Fleta,7,Ribeirão das Neves,virose
21116736,Reynold,28,Ribeirão das Neves,covid-19
21117513,Ephriam,86,Ribeirão das Neves,covid-19
21118290,Lillis,34,Belo Horizonte,fibromialgia
21119067,Winston,56,Santa Luzia,fibromialgia
21119844,Erline,68,Ribeirão das Neves,cancer
21120621,Laurine,4,Betim,cancer
21121398,Lucetta,90,Betim,dengue
21122175,Affie,23,Santa Luzia,covid-19
21122952,Pecola,94,Belo Horizonte,catapora
21123729,Peggy,25,Contagem,cancer
21124506,Mandie,84,Contagem,artrite
21125283,Juan,26,Contagem,gripe
21126060,Louie,93,Belo Horizonte,covid-19
21126837,Eulah,88,Contagem,dengue
21127614,Ezekiel,1,Betim,artrite
21128391,Sara,31,Ribeirão das Neves,pneumonia
21129168,Gertie,26,Belo Horizonte,virose
21129945,Albirta,96,Belo Horizonte,fibromialgia
21130722,Malissa,10,Belo Horizonte,virose
21131499,Emelda,36,Santa Luzia,fibromialgia
21132276,Laban,86,Belo Horizonte,pneumonia
21133053,Hall,49,Contagem,febre amarela
21133830,Inza,62,Ribeirão das Neves,artrite
21134607,Trixie,51,Contagem,catapora
21135384,Hettie,22,Santa Luzia,gripe
21136161,Malinda,88,Betim,febre amarela
21136938,Eben,54,Contagem,virose
21137715,Dot,59,Santa Luzia,cancer
21138492,Thomasina,2,Betim,fibromialgia
21139269,Viola,93,Contagem,virose
21140046,Virginia,78,Santa Luzia,artrite
21140823,Etna,1,Betim,fibromialgia
21141600,Freeman,74,Betim,virose
21142377,Milton,56,Contagem,cancer
21143154,Glenna,34,Belo Horizonte,covid-19
21143931,Joan,38,Contagem,fibromialgia
21144708,Alois,39,Contagem,artrite
21145485,Maymie,13,Ribeirão das Neves,catapora
21146262,Guy,46,Belo Horizonte,dengue
21147039,Myrta,86,Betim,gripe
21147816,Carmen,47,Ribeirão das Neves,gripe
21148593,Jules,23,Contagem,febre amarela
21149370,Vernie,55,Contagem,gripe
21150147,Arley,12,Santa Luzia,catapora
21150924,Janie,32,Contagem,catapora
21151701,Isadore,97,Ribeirão das Neves,catapora
21152478,Stella,92,Belo Horizonte,pneumonia
21153255,Elvira,68,Contagem,gripe
21154032,Mozella,44,Belo Horizonte,virose
21154809,Sylvester,19,Contagem,gripe
21155586,Faith,27,Belo Horizonte,artrite
21156363,Drew,46,Contagem,catapora
21157140,Onnie,9,Belo Horizonte,cancer
21157917,Toney,27,Ribeirão das Neves,pneumonia
21158694,Norma,97,Santa Luzia,artrite
21159471,Idabelle,80,Contagem,cancer
21160248,Sammy,71,Contagem,artrite
21161025,Eller,12,Contagem,artrite
21161802,Carlton,67,Contagem,pneumonia
21162579,Dellia,13,Santa Luzia,gripe
21163356,Lennie,18,Santa Luzia,dengue
21164133,Shepherd,57,Belo Horizonte,fibromialgia
21164910,Tomas,2,Betim,cancer
21165687,Malvina,71,Ribeirão das Neves,febre amarela
21166464,Bianca,78,Ribeirão das Neves,virose
21167241,Matt,91,Belo Horizonte,gripe
21168018,Alva,6,Santa Luzia,catapora
21168795,Natalie,49,Betim,febre amarela
21169572,Joy,65,Santa Luzia,cancer
21170349,Aubrey,28,Contagem,gripe
21171126,Elma,18,Contagem,catapora
21171903,Deforest,81,Ribeirão das Neves,febre amarela
21172680,Jenny,94,Belo Horizonte,febre amarela
21173457,Mathis,37,Ribeirão das Neves,pneumonia
21174234,Glennie,63,Contagem,virose
21175011,Alvie,66,Ribeirão das Neves,gripe
21175788,Elenor,54,Santa Luzia,cancer
21176565,Elizebeth,52,Santa Luzia,pneumonia
21177342,Edrie,17,Santa Luzia,virose
21178119,Virginia,24,Ribeirão das Neves,gripe
21178896,Roseanna,33,Santa Luzia,fibromialgia
21179673,Margaret,66,Belo Horizonte,febre amarela
21180450,Audra,45,Belo Horizonte,pneumonia
21181227,Marty,60,Contagem,artrite
21182004,Macie,96,Ribeirão das Neves,gripe
