crm,rg,data,hora
1467,94465536,2024-08-09,06:47:40
1997,20859549,2024-06-28,23:43:01
1414,60763161,2024-05-09,22:29:09
5956,25699482,2024-12-27,08:08:11
5111,68053752,2024-12-31,21:23:02
5491,59770932,2024-11-10,13:04:58
2404,42845541,2024-12-01,10:15:02
5752,52953534,2024-04-22,20:54:31
3836,87255753,2024-12-05,05:34:50
3210,72792675,2024-06-05,11:19:43
3544,37226277,2024-10-31,15:32:58
4209,65714205,2024-02-15,15:56:03
1763,29282229,2024-03-31,10:01:58
4031,26715798,2024-02-03,05:34:08
1489,53790363,2024-08-01,13:16:34
3004,24804378,2024-01-13,19:17:59
2034,72408060,2024-07-22,21:13:28
5023,21732120,2024-07-26,10:07:08
3232,32982303,2024-09-24,15:51:58
1628,38556501,2024-01-23,11:49:41
2206,91074708,2024-10-09,12:27:29
4089,34619442,2024-02-05,23:08:19
4041,87103461,2024-08-24,17:28:50
4040,78084045,2024-02-17,15:13:36
5826,66891360,2024-06-14,17:50:45
1517,46049112,2024-04-08,06:04:51
1861,26790390,2024-03-10,00:22:40
2593,79345116,2024-08-28,05:12:13
1892,67546371,2024-02-20,00:58:32
4137,36904599,2024-06-25,19:24:01
4745,84488079,2024-10-20,01:47:14
1257,67269759,2024-07-08,23:17:15
5469,28481919,2024-09-04,15:01:52
3071,77665242,2024-05-29,05:26:34
2024,87136872,2024-05-01,03:13:20
1909,24574386,2024-11-29,22:21:21
1061,57191292,2024-05-21,16:41:08
5311,55506756,2024-01-10,18:09:54
1655,44809797,2024-09-02,17:48:13
4861,82896783,2024-02-23,22:00:40
5684,86331123,2024-06-08,19:14:12
1435,52999377,2024-09-29,17:20:12
3852,85016439,2024-11-20,08:19:51
1066,83538585,2024-09-28,05:21:01
5331,21753099,2024-10-19,10:27:24
1630,78918543,2024-01-19,20:56:44
3589,64665255,2024-01-24,18:39:13
2539,94021092,2024-09-26,01:52:44
4182,67139223,2024-10-08,15:10:00
1321,93725055,2024-02-16,02:01:49
1134,68923992,2024-02-01,11:05:57
2381,85391730,2024-03-27,10:58:57
5884,37952772,2024-10-28,08:10:04
3823,97836939,2024-05-03,14:21:28
1545,92066937,2024-10-10,05:34:55
1936,45667605,2024-06-18,04:47:50
2390,72028884,2024-04-07,04:05:05
5964,62565801,2024-02-12,16:57:56
5791,44439945,2024-01-23,14:25:39
2043,31193649,2024-12-11,18:28:20
1758,22053021,2024-11-22,05:42:27
1794,47035125,2024-01-10,10:25:10
5307,20620233,2024-07-17,22:22:58
4932,67647381,2024-02-20,02:12:18
3940,30743766,2024-03-27,16:41:52
1845,20589153,2024-08-28,18:36:10
5900,81000903,2024-01-23,20:18:57
3682,38109726,2024-08-31,23:33:33
1129,77289951,2024-04-12,10:30:12
3450,95840049,2024-05-17,14:16:47
1040,66625626,2024-02-17,21:53:40
3594,82724289,2024-02-13,11:25:55
5786,64836972,2024-09-28,15:12:08
4769,36743760,2024-10-11,13:17:19
4643,50293863,2024-11-16,05:47:07
3283,28341282,2024-12-26,07:17:17
2618,72087936,2024-05-23,00:25:31
1951,62722755,2024-08-05,15:44:24
2812,51979176,2024-08-16,03:41:42
1265,92816742,2024-06-11,04:21:29
3035,40538628,2024-03-23,00:35:41
5336,31878186,2024-05-26,09:36:32
2576,89516046,2024-10-23,18:32:15
4246,50838540,2024-10-27,14:38:43
4979,74121345,2024-05-29,17:42:32
3033,47835435,2024-02-02,01:10:21
5802,79450788,2024-06-01,14:42:18
3729,50108937,2024-10-27,09:22:18
3967,92267403,2024-06-29,08:57:45
5874,80237889,2024-06-10,17:22:49
3882,92406486,2024-03-22,14:47:27
2805,54145452,2024-03-15,01:11:49
4610,72059964,2024-12-25,11:52:28
4795,43499775,2024-02-22,12:30:41
1893,44241810,2024-11-29,21:24:17
1211,58941873,2024-09-27,09:22:30
3882,26854104,2024-12-03,08:02:14
2955,87217680,2024-07-26,11:47:44
3000,28214631,2024-02-22,05:39:53
3282,33496677,2024-11-15,10:47:02
2324,51425175,2024-02-15,03:36:03
2211,21077109,2024-06-29,17:51:49
1773,96280608,2024-02-06,19:42:58
2640,64223919,2024-09-14,16:46:49
2546,88304703,2024-04-01,11:16:49
4742,32680827,2024-05-23,04:01:04
1373,70728186,2024-10-26,06:10:43
2977,68241786,2024-11-28,13:10:32
4061,38237154,2024-10-23,06:13:50
5505,30166455,2024-08-15,06:15:05
2882,70156314,2024-11-19,00:55:06
4070,72146988,2024-07-22,02:08:29
3976,93747588,2024-02-26,02:23:29
4184,89124438,2024-09-20,01:43:49
3576,27252705,2024-11-19,07:56:58
5848,33363810,2024-10-24,10:39:02
4284,64119801,2024-12-13,17:24:22
4499,34509885,2024-04-27,07:03:37
1809,38976081,2024-07-27,14:05:55
1117,73059963,2024-07-21,01:51:00
5571,36973752,2024-03-19,21:25:40
2446,55319499,2024-07-08,21:46:13
2540,90051399,2024-04-10,20:09:46
5458,92097240,2024-07-30,00:36:13
2337,86652801,2024-06-12,13:07:01
4730,92726610,2024-06-27,18:36:13
3959,36386340,2024-08-21,23:02:41
2948,85111233,2024-04-07,22:01:34
4790,80770911,2024-05-21,20:45:20
3745,26729007,2024-10-22,21:55:23
2087,87690873,2024-06-27,01:40:58
5224,54698676,2024-08-04,09:50:31
5815,77814426,2024-10-28,05:29:45
2386,27041361,2024-10-08,04:19:31
5753,62493540,2024-11-02,01:07:27
5786,42985401,2024-06-23,17:48:47
3467,25496685,2024-11-25,19:59:52
3520,63577455,2024-02-03,04:34:22
4992,56783367,2024-10-18,15:31:58
5960,26460165,2024-07-13,02:35:41
2908,58305510,2024-05-04,07:30:41
3626,52171095,2024-10-25,02:02:37
4758,61634955,2024-04-01,14:36:28
5078,30935685,2024-03-20,14:36:45
1057,94613166,2024-07-19,16:46:24
3823,39589134,2024-10-14,09:31:59
1228,84056067,2024-05-01,10:11:09
4073,53111265,2024-02-12,03:55:09
3497,30712686,2024-11-07,00:04:43
2264,67099596,2024-08-22,22:05:00
3216,78650478,2024-12-28,21:20:42
1072,36828453,2024-04-26,03:20:16
5382,31368474,2024-06-22,12:04:58
4004,29699478,2024-10-03,07:41:39
4701,54773268,2024-04-10,22:30:05
1635,54098832,2024-01-12,18:31:24
5589,85755366,2024-05-15,20:50:26
3448,93231660,2024-05-27,06:50:16
1957,68825313,2024-08-22,01:34:12
4951,88934850,2024-07-23,23:58:26
5273,45147015,2024-03-18,01:23:37
3373,81218463,2024-04-02,07:20:57
1893,97464756,2024-02-16,01:00:34
5898,94956600,2024-11-10,07:04:27
1270,76091040,2024-06-26,04:44:49
3669,91781001,2024-03-01,12:21:36
4979,77519943,2024-11-05,23:39:35
2032,47688582,2024-02-19,18:48:11
4417,34591470,2024-04-10,03:24:34
2647,68471778,2024-12-21,07:41:59
3059,31833897,2024-05-30,04:54:35
3756,86175723,2024-03-02,05:04:59
5032,85708746,2024-03-14,04:41:21
1439,76115904,2024-08-10,06:11:03
2846,26687826,2024-07-22,23:22:48
3868,88580538,2024-04-27,18:17:44
1359,54256563,2024-12-15,09:38:25
4126,54115149,2024-11-26,09:33:12
2856,72897570,2024-08-26,01:01:39
1296,67638834,2024-08-08,00:34:12
3778,22314870,2024-02-27,13:24:21
2847,24840120,2024-11-06,10:24:30
3387,37927908,2024-11-24,18:33:37
3611,60847077,2024-10-25,19:20:28
5579,55930221,2024-06-21,23:22:28
3412,46241808,2024-06-22,21:28:56
5911,43635750,2024-08-27,06:45:54
5417,30469485,2024-12-30,22:32:40
2049,73473327,2024-10-25,08:42:10
5055,88157850,2024-07-27,06:12:59
2267,30277566,2024-12-11,16:06:09
2911,31940346,2024-04-09,11:18:28
2009,44216169,2024-10-29,12:10:30
5820,45335826,2024-10-21,08:03:54
2590,93070821,2024-10-13,07:33:16
3040,75000909,2024-06-02,11:12:39
5766,87836949,2024-08-13,10:08:25
4230,94244868,2024-01-25,02:21:37
4258,52192074,2024-08-20,12:09:59
4867,64551036,2024-04-28,13:25:58
5049,77771691,2024-06-18,20:29:55
5902,64220811,2024-09-05,12:00:46
2750,49150119,2024-12-14,14:47:02
5194,90187374,2024-02-22,14:08:09
1563,40301643,2024-12-04,11:29:52
2911,97617048,2024-12-20,15:59:38
1395,24207642,2024-06-29,21:40:39
2651,46366905,2024-10-13,03:34:19
2705,95258076,2024-09-22,20:11:25
5591,65979162,2024-06-23,06:56:48
4350,56636514,2024-04-06,00:44:03
2621,80568114,2024-11-24,00:07:30
1923,73899123,2024-06-30,20:53:42
1336,40606227,2024-08-18,09:17:41
1888,58965183,2024-07-27,13:49:55
1989,88118223,2024-04-22,05:25:36
4629,70784907,2024-11-24,10:40:14
1726,35965983,2024-09-15,14:03:33
3536,76701762,2024-04-17,14:45:06
2547,23177340,2024-02-22,23:44:00
5852,44955096,2024-05-04,15:26:35
2977,24414324,2024-02-09,08:37:30
5422,34861866,2024-05-27,09:19:26
2351,59595330,2024-01-13,18:26:39
3929,27954336,2024-08-11,04:59:43
4251,24367704,2024-11-20,00:51:05
4656,61199058,2024-12-25,17:31:01
1378,42770172,2024-09-20,10:36:19
2436,92445336,2024-04-08,05:22:39
1601,72787236,2024-03-03,00:17:14
5632,69289182,2024-12-14,21:38:44
5734,82816752,2024-10-30,16:57:41
2539,70838520,2024-05-08,04:43:33
4265,48361464,2024-05-21,16:10:52
2416,63414285,2024-11-21,08:09:13
1541,79715745,2024-10-17,13:35:47
3622,29152470,2024-09-14,02:12:08
2999,73724298,2024-10-27,06:29:55
4502,94737486,2024-04-01,15:37:42
5791,21393348,2024-09-15,18:53:39
2119,60648942,2024-07-28,09:38:46
2075,75771693,2024-12-17,19:12:15
5985,85390176,2024-11-10,02:42:01
3177,68722749,2024-12-11,14:23:45
3920,36497451,2024-06-22,05:35:17
3414,86854044,2024-08-10,13:34:28
3160,79302381,2024-08-01,17:46:08
1595,35915478,2024-02-25,15:36:25
3461,94852482,2024-12-12,09:28:57
3238,46829997,2024-03-14,13:01:27
4162,63862614,2024-08-28,23:39:23
4024,73939527,2024-08-18,09:24:35
5216,61799679,2024-02-23,05:04:43
1174,25056126,2024-09-25,07:38:09
3733,72148542,2024-01-09,16:32:50
2111,46618653,2024-02-04,08:37:26
2057,26306319,2024-06-14,18:54:43
4167,33079428,2024-08-01,22:43:58
2854,95382396,2024-08-27,14:36:42
3470,25963662,2024-01-08,15:38:48
2735,25363041,2024-07-24,12:59:25
4055,68112804,2024-02-15,12:12:08
5571,85462437,2024-07-09,05:05:12
1171,28466379,2024-11-22,05:11:54
1276,68559579,2024-07-05,00:40:03
1540,21550302,2024-10-14,06:14:02
4794,68314824,2024-11-16,01:08:02
4823,95810523,2024-07-17,19:53:48
2808,42532410,2024-07-04,01:17:56
3017,75533931,2024-05-09,05:05:33
5859,93437565,2024-12-16,01:37:11
5250,52696347,2024-07-29,10:12:40
3885,63605427,2024-05-27,01:02:19
3738,96632589,2024-08-08,13:51:53
2042,97739814,2024-07-15,15:45:28
3384,31699476,2024-04-06,11:45:40
2557,83143092,2024-09-14,19:40:49
3277,90674553,2024-01-17,10:07:15
1807,48303189,2024-09-03,23:18:04
1815,71436033,2024-09-10,17:03:06
5516,76360659,2024-12-13,19:59:48
5606,63290742,2024-06-16,03:29:35
3381,78216135,2024-03-06,08:58:43
2247,63452358,2024-04-25,03:11:26
5500,81576660,2024-09-29,19:11:33
5006,79227789,2024-03-11,15:43:52
5738,25787283,2024-04-30,06:17:32
4494,89077041,2024-08-27,03:46:48
4070,39630315,2024-03-23,04:46:58
2071,83034312,2024-01-17,01:38:47
5064,84659019,2024-04-13,02:59:33
5160,84872694,2024-07-16,04:05:48
4343,73960506,2024-01-22,17:42:56
4997,78628722,2024-12-17,22:11:31
3351,55123695,2024-11-26,14:49:37
1209,26840118,2024-12-09,09:09:16
1813,80815200,2024-05-22,22:32:10
3200,78711084,2024-12-10,02:46:30
2017,34756971,2024-06-11,22:03:28
4740,63605427,2024-06-10,21:08:31
4342,95698635,2024-04-06,16:43:04
5534,78276741,2024-07-09,13:05:48
5999,36415089,2024-07-19,16:04:49
1438,80104245,2024-10-12,20:14:00
4170,25384797,2024-12-02,04:02:00
2172,84624831,2024-05-13,08:02:17
3157,73506738,2024-06-30,15:16:29
2232,44611662,2024-11-21,07:19:41
1924,44849424,2024-07-25,09:05:38
5389,87974478,2024-07-03,09:26:53
4602,73134555,2024-11-12,17:08:32
4360,83324910,2024-03-30,08:12:27
2975,96316350,2024-01-18,02:42:57
4883,26321082,2024-01-31,04:06:10
2045,95446887,2024-04-10,06:06:51
3503,24460944,2024-12-02,18:17:12
1186,37293876,2024-08-21,22:31:53
1448,25399560,2024-03-11,22:18:47
2826,26101191,2024-11-22,18:53:23
4856,56399529,2024-03-04,21:37:18
5599,23457837,2024-07-05,21:01:27
2955,30387123,2024-01-29,15:02:06
2525,66881259,2024-10-15,14:35:34
3912,52988499,2024-10-22,16:03:31
2662,60907683,2024-02-26,20:20:39
5929,39633423,2024-11-25,14:10:39
2429,45624870,2024-02-03,13:14:17
2275,94487292,2024-09-30,03:41:47
4747,50001711,2024-07-06,22:00:15
4130,79244106,2024-11-30,13:44:15
5924,43021920,2024-07-17,10:23:40
1696,47142351,2024-02-16,07:33:03
1242,45161001,2024-07-12,20:53:23
1674,54194403,2024-03-21,17:24:07
2542,70641162,2024-11-19,22:08:24
4537,61108149,2024-09-24,08:45:48
4408,54074745,2024-08-26,06:26:12
3002,51395649,2024-01-11,16:06:56
5441,62951193,2024-04-24,15:17:42
2382,71950407,2024-11-10,08:54:24
3376,47827665,2024-05-19,14:48:07
3028,80824524,2024-12-11,17:39:42
2521,81579768,2024-07-11,05:33:37
2108,32016492,2024-12-05,07:09:49
4215,77568117,2024-06-23,11:10:08
1697,39668388,2024-08-23,04:11:20
3053,80355216,2024-08-22,20:25:40
2233,50090289,2024-10-04,09:21:24
3641,44255796,2024-07-02,22:11:20
5985,94582863,2024-06-03,15:28:20
2019,70112025,2024-10-13,22:20:38
4874,84584427,2024-07-18,16:28:02
3162,46586019,2024-03-18,19:32:11
2865,44002494,2024-09-13,01:53:37
5305,70651263,2024-02-13,05:22:57
2627,41110500,2024-12-12,12:54:21
4260,78670680,2024-04-13,07:34:17
5930,82263528,2024-10-16,10:45:30
3676,58496652,2024-08-05,07:57:45
5188,83408049,2024-11-06,10:10:09
4838,36962874,2024-11-01,22:30:13
1485,84723510,2024-11-18,02:43:35
3877,97385502,2024-11-16,14:05:46
3294,65756940,2024-12-13,18:58:30
5044,78115902,2024-08-22,20:45:56
3386,27653637,2024-10-06,07:24:42
1002,62388645,2024-07-26,08:16:36
2710,47838543,2024-03-16,08:29:39
5986,48449265,2024-02-11,19:32:08
2455,66551811,2024-05-11,21:06:08
3684,63298512,2024-04-07,09:09:49
5201,37087971,2024-06-15,06:23:20
3310,50418183,2024-12-30,12:52:10
2944,68608530,2024-07-07,10:23:37
4359,94604619,2024-10-02,15:36:42
2792,64516071,2024-08-01,22:49:30
2877,41746086,2024-03-11,09:42:08
5022,51926340,2024-11-27,11:29:57
3245,36565050,2024-03-27,09:12:59
4848,83990022,2024-06-23,18:13:30
4704,56743740,2024-01-27,06:51:45
3184,52882827,2024-06-07,11:03:24
2830,69649710,2024-02-20,12:40:31
4677,89764686,2024-12-11,08:04:22
2562,40702575,2024-05-25,15:53:52
4982,41360694,2024-02-07,05:22:04
3992,67453908,2024-05-12,22:41:42
2315,69376983,2024-07-24,09:29:54
2602,38048343,2024-05-31,19:00:43
4578,37886727,2024-05-16,01:05:38
2446,78706422,2024-07-19,14:02:26
2372,72052194,2024-09-10,13:14:56
5999,50046777,2024-03-04,21:58:05
2544,56451588,2024-06-15,00:09:55
2569,76759260,2024-10-29,14:08:47
1004,84815196,2024-06-10,18:13:40
3072,93811302,2024-01-31,19:18:52
1336,74174958,2024-10-04,23:38:47
3695,74640381,2024-07-14,06:07:20
4100,39597681,2024-12-20,02:04:26
1172,83718072,2024-07-23,10:35:35
1437,67729743,2024-04-07,02:17:38
3561,96815961,2024-02-01,03:59:52
1033,47010261,2024-06-26,18:56:42
5748,22530099,2024-01-19,15:59:17
4385,63550260,2024-10-27,07:04:40
5753,30138483,2024-08-30,01:44:34
3220,39138474,2024-08-13,11:24:50
1501,90470202,2024-10-12,01:33:15
2688,93074706,2024-01-15,10:09:08
4698,72215364,2024-01-16,19:59:38
2932,20801274,2024-05-25,00:23:57
5827,50025021,2024-01-16,12:13:02
1765,74773248,2024-10-05,15:34:39
1761,89098797,2024-12-01,21:28:43
2153,97686201,2024-02-10,07:17:22
2447,70091823,2024-12-22,08:51:07
4572,86728170,2024-02-27,07:03:24
3038,58697895,2024-04-10,08:43:51
1990,47914689,2024-03-17,06:31:12
4046,52272882,2024-03-29,13:38:04
4886,78216135,2024-12-20,14:04:40
4301,41462481,2024-05-19,12:00:10
1933,24094977,2024-02-12,14:19:10
4228,41278332,2024-03-20,19:33:44
4344,90167949,2024-01-07,08:51:33
4510,24896841,2024-02-16,23:10:22
2123,91721172,2024-10-14,01:34:35
5895,56147004,2024-10-20,12:52:42
3599,66029667,2024-07-07,04:58:38
1900,83058399,2024-12-30,04:25:34
3507,52206837,2024-10-12,13:22:11
3454,91415034,2024-12-16,10:24:36
4463,91129098,2024-11-03,09:28:30
1101,90655128,2024-02-27,11:04:37
5320,22701039,2024-04-28,00:52:50
5805,70729740,2024-07-05,11:33:52
2757,57812115,2024-06-11,10:39:35
5411,42358362,2024-06-26,22:06:19
2570,44278329,2024-01-21,20:51:41
5421,31343610,2024-01-24,10:18:02
2861,63681573,2024-11-10,20:15:11
5862,22767861,2024-11-17,03:52:11
4169,32591472,2024-11-22,05:10:05
4298,66797343,2024-12-13,13:11:09
5488,51527739,2024-12-02,04:58:00
2448,40077867,2024-01-30,20:58:37
5215,63711876,2024-05-28,01:02:48
2038,90970590,2024-07-02,09:33:07
2167,58896030,2024-10-01,21:12:16
3201,21629556,2024-06-30,12:21:12
4464,30587589,2024-02-01,22:29:49
4471,67100373,2024-06-22,15:15:58
4297,32574378,2024-10-27,12:06:31
4001,29375469,2024-12-29,13:56:36
2873,93927075,2024-01-24,21:30:42
5779,48940329,2024-08-28,03:00:23
5594,77500518,2024-02-24,20:11:27
3553,57361455,2024-11-05,08:38:49
5086,29797380,2024-02-08,20:05:21
2297,32237937,2024-04-27,15:26:58
5282,85077045,2024-02-01,15:27:52
2363,57471012,2024-08-12,15:10:03
2232,56101938,2024-09-11,02:01:49
3950,64740624,2024-04-10,06:06:27
2101,93053727,2024-06-06,08:31:43
4951,33561168,2024-12-13,16:47:55
2759,49078635,2024-03-01,17:26:53
5083,93381621,2024-12-26,01:38:05
2479,37429074,2024-02-25,13:42:35
3645,75453123,2024-12-13,15:46:07
1623,29153247,2024-07-12,14:36:58
5215,62624076,2024-05-04,21:27:37
3446,38502111,2024-11-09,21:59:30
2115,79758480,2024-11-13,23:09:53
4223,49776381,2024-05-13,01:46:21
5079,55817556,2024-09-26,04:12:06
2377,51535509,2024-08-05,16:09:53
1413,45519975,2024-01-26,11:22:25
3802,26836233,2024-07-30,10:02:56
2995,65239458,2024-06-06,02:29:22
2398,42275223,2024-05-18,16:03:02
4424,44947326,2024-01-11,01:04:38
1828,83761584,2024-04-04,13:13:52
3751,49844757,2024-01-20,19:58:42
4429,39706461,2024-05-01,01:24:46
4057,41726661,2024-02-27,07:37:32
3497,22514559,2024-03-16,11:58:12
3280,61745289,2024-06-24,19:53:30
5894,54348249,2024-05-18,11:00:03
4372,65189730,2024-03-02,19:31:23
4667,61363782,2024-08-07,09:58:53
5244,80785674,2024-07-08,23:11:19
1218,55502094,2024-03-08,04:46:21
1591,75666021,2024-05-09,03:58:56
3047,36065439,2024-09-17,09:07:22
2506,44920131,2024-04-11,09:21:06
4385,78010230,2024-07-19,01:08:12
2373,28874304,2024-02-17,09:34:31
3637,25568946,2024-08-03,06:31:02
2527,88520709,2024-01-14,04:31:56
1334,49168767,2024-08-15,09:13:38
3322,28335843,2024-08-08,23:08:43
5985,47021916,2024-07-01,19:18:18
1913,27742215,2024-09-23,08:36:38
4181,29325741,2024-12-02,16:22:30
1162,40110501,2024-09-17,04:43:16
4531,60434490,2024-04-27,18:58:50
5885,37733658,2024-09-11,21:20:03
1710,90280614,2024-06-14,16:08:30
1416,54160992,2024-01-26,01:00:59
2229,35803590,2024-04-24,20:06:41
1318,37366914,2024-09-05,16:32:06
3734,90418143,2024-10-21,01:43:39
4305,50540949,2024-02-23,02:01:16
5243,23938023,2024-04-26,17:22:10
4909,57479559,2024-04-29,21:15:24
2886,63871938,2024-07-18,05:40:48
3942,28554957,2024-08-02,06:20:34
5712,40944999,2024-03-30,18:58:25
4556,41317182,2024-12-08,09:18:45
3383,23798940,2024-10-30,10:32:33
2863,86479530,2024-10-14,19:40:25
2657,34432962,2024-12-01,13:42:38
1031,20555742,2024-04-10,00:30:57
5946,23172678,2024-07-30,22:44:42
4744,64328814,2024-04-10,20:36:05
3599,77904558,2024-11-27,12:22:18
2105,77077830,2024-01-06,00:43:56
4448,40363803,2024-06-25,06:27:55
5036,28054569,2024-02-02,19:52:32
5799,37307862,2024-06-11,08:52:59
2020,72122124,2024-10-07,14:58:26
1838,82912323,2024-03-13,03:07:53
4593,72805884,2024-05-08,18:18:34
2869,92150076,2024-12-05,15:28:31
4055,87014106,2024-11-19,10:32:05
5992,81862596,2024-08-09,11:45:41
4886,92446890,2024-03-04,03:06:33
1653,20972214,2024-12-10,07:58:43
5014,77773245,2024-08-08,11:21:49
1054,81709527,2024-08-04,07:18:13
1747,34756194,2024-11-14,08:12:05
5555,27556512,2024-07-30,03:29:23
4506,58457802,2024-11-13,19:05:13
1574,34680825,2024-08-21,04:42:51
3124,44067762,2024-05-06,00:42:04
4321,54328824,2024-02-25,20:31:57
4303,21249603,2024-01-21,01:10:13
5724,83902998,2024-08-12,19:14:43
5223,74523054,2024-11-28,12:30:18
3237,63704106,2024-04-21,22:16:38
3754,44938002,2024-04-11,09:31:11
4226,63317160,2024-06-23,18:28:44
4901,39080976,2024-04-17,18:01:44
4350,34084089,2024-07-09,07:01:29
5573,57268992,2024-01-12,14:19:38
3183,65195169,2024-06-02,13:58:15
2679,29324964,2024-12-03,00:27:08
4762,51666822,2024-09-26,20:39:04
4027,45289206,2024-03-05,18:18:21
4992,88618611,2024-04-18,16:32:40
1165,79361433,2024-08-23,17:47:36
3434,96053724,2024-02-13,14:21:21
3290,56400306,2024-07-22,13:44:23
4327,48802800,2024-01-04,07:19:11
2632,64878153,2024-05-28,06:39:14
4680,95463204,2024-03-12,20:19:10
3059,64425939,2024-01-09,09:42:31
4190,22729788,2024-11-21,00:14:22
1735,90962043,2024-10-14,17:17:57
4015,32923251,2024-12-16,11:53:01
4528,29858763,2024-05-14,10:28:40
1011,64784136,2024-05-20,00:50:52
3856,31701807,2024-07-25,06:31:11
2599,77066175,2024-09-26,14:19:42
5953,24443850,2024-09-12,17:48:28
5395,37516098,2024-02-04,22:05:01
3454,48657501,2024-06-01,08:51:21
5455,28942680,2024-01-03,19:32:41
2153,20371593,2024-01-30,00:00:08
5377,54386322,2024-06-24,00:30:00
2750,66031221,2024-02-17,14:46:26
5191,32140035,2024-04-29,07:04:44
2859,97289154,2024-03-25,08:42:31
1920,27823800,2024-09-28,14:01:42
5542,55927113,2024-11-23,02:27:48
2376,52920123,2024-03-18,10:53:37
5898,22262811,2024-11-20,10:48:53
3106,55708776,2024-06-17,20:41:35
4770,65747616,2024-07-16,21:52:48
2719,69646602,2024-01-21,01:50:07
1380,51933333,2024-09-11,21:06:51
3519,22409664,2024-01-11,20:53:23
5856,21297000,2024-11-07,20:08:02
4137,32102739,2024-03-22,01:26:04
2858,85829958,2024-12-22,08:47:32
1957,76961280,2024-12-21,04:00:53
1241,22750767,2024-05-19,12:06:36
4232,70786461,2024-03-31,20:29:38
2533,58478781,2024-11-14,08:37:14
5840,90676107,2024-03-10,23:02:05
1451,80799660,2024-11-25,07:06:02
5475,58942650,2024-07-31,11:08:42
2191,44634195,2024-09-25,05:47:08
4893,50768610,2024-03-02,01:52:34
5600,93101124,2024-04-15,04:29:08
1244,66286077,2024-03-22,19:32:11
5943,82585983,2024-06-17,06:06:11
4251,91459323,2024-12-14,17:25:53
2899,47188971,2024-04-22,20:06:35
2176,74164857,2024-01-01,02:30:04
2446,85742157,2024-04-10,16:01:47
3182,24088761,2024-11-27,00:01:34
4569,37405764,2024-05-20,12:55:00
3592,43705680,2024-04-01,21:03:25
2976,41042124,2024-06-13,21:36:43
2621,86862591,2024-07-04,12:29:21
5668,38956656,2024-01-22,01:08:38
1317,65322597,2024-07-27,01:58:33
1183,96447663,2024-11-20,07:27:01
2932,71965170,2024-09-14,21:14:09
1370,95143857,2024-11-09,22:10:08
3679,47329608,2024-04-19,02:09:29
3115,28682385,2024-03-04,05:01:17
5804,46523082,2024-07-28,16:02:50
