crm,nome,idade,cidade,especialidade,numeroA
1452,Dorcas,1971-08-23,Belo Horizonte,Ortopedista,989
1453,Augusta,1964-01-27,Santa Luzia,Dermatologista,114
1454,Shelby,1946-12-07,Contagem,Dermatologista,743
1455,Major,1969-09-25,Ribeirão das Neves,Pediatra,129
1456,Patricia,1966-09-19,Santa Luzia,Dermatologista,14
1457,Winfred,1971-07-01,Betim,Neurologista,367
1458,Mariana,1951-12-03,Ribeirão das Neves,Pediatra,712
1459,Lue,1948-10-25,Ribeirão das Neves,Cirurgião,316
1460,Frances,1977-08-12,Belo Horizonte,Pediatra,21
1461,Foster,1964-06-10,Contagem,Ortopedista,377
1462,Carmelita,1958-07-17,Contagem,Cirurgião,800
1463,Ethlyn,1963-11-28,Belo Horizonte,Cardiologista,749
1464,Albin,1984-08-24,Ribeirão das Neves,Dermatologista,75
1465,Peter,1966-07-05,Ribeirão das Neves,Ortopedista,830
1466,Dale,1995-03-18,Belo Horizonte,Dermatologista,183
1467,Valentine,1970-07-25,Ribeirão das Neves,Dermatologista,846
1468,Anne,1944-06-30,Ribeirão das Neves,Neurologista,604
1469,Bertie,1987-10-25,Belo Horizonte,Cardiologista,569
1470,Orel,1979-11-13,Ribeirão das Neves,Pediatra,296
1471,Ransom,1960-02-26,Contagem,Cirurgião,178
1472,Royce,1968-03-01,Ribeirão das Neves,Neurologista,753
1473,Elnora,1952-05-07,Belo Horizonte,Cirurgião,320
1474,Juliette,1949-05-28,Belo Horizonte,Neurologista,232
1475,Travis,1954-07-10,Santa Luzia,Cardiologista,987
1476,Wilbert,1951-12-13,Ribeirão das Neves,Cirurgião,243
1477,Alyce,1985-12-14,Belo Horizonte,Ortopedista,707
1478,Margaretha,1992-07-01,Santa Luzia,Dermatologista,692
1479,Jessica,1984-11-24,Ribeirão das Neves,Pediatra,249
1480,Ossie,1964-03-10,Betim,Cardiologista,487
1481,Ivory,1967-06-10,Betim,Pediatra,145
1482,Prentiss,1955-08-27,Betim,Cardiologista,123
1483,Clem,1959-07-10,Ribeirão das Neves,Pediatra,27
1484,Granville,1969-07-27,Contagem,Ortopedista,504
1485,Almeta,1970-02-15,Contagem,Pediatra,804
1486,Wylma,1970-08-06,Betim,Neurologista,253
1487,Matt,1947-04-19,Belo Horizonte,Cardiologista,921
1488,Rodney,1957-11-15,Santa Luzia,Cirurgião,921
1489,Tomie,1962-12-10,Betim,Pediatra,414
1490,Morris,1987-05-28,Belo Horizonte,Pediatra,341
1491,Asher,1994-10-06,Betim,Pediatra,615
1492,Katharina,1949-03-04,Belo Horizonte,Cirurgião,741
1493,Verona,1990-01-15,Ribeirão das Neves,Cirurgião,697
1494,Edna,1960-06-07,Belo Horizonte,Pediatra,427
1495,Rhoda,1946-04-18,Belo Horizonte,Neurologista,872
1496,Arden,1944-06-04,Belo Horizonte,Neurologista,102
1497,Alpheus,1997-10-07,Betim,Dermatologista,382
1498,Archie,1961-02-16,Santa Luzia,Neurologista,651
1499,Thresa,1992-09-02,Belo Horizonte,Ortopedista,841
1500,Hobart,1955-09-16,Contagem,Cardiologista,621
1501,Cleo,1953-06-15,Contagem,Cardiologista,841
1502,Christ,1993-06-15,Betim,Neurologista,957
1503,Ruperto,1957-07-23,Contagem,Neurologista,822
1504,Albino,1950-11-16,Ribeirão das Neves,Pediatra,473
1505,Nella,1987-02-14,Ribeirão das Neves,Pediatra,302
1506,Patrick,1977-11-20,Belo Horizonte,Ortopedista,754
1507,Arrie,1982-02-02,Contagem,Cardiologista,34
1508,Kelly,1998-04-29,Santa Luzia,Cirurgião,776
1509,Karen,1987-09-01,Santa Luzia,Cardiologista,361
1510,Aubrey,1995-02-28,Belo Horizonte,Ortopedista,29
1511,Matilde,1959-10-13,Belo Horizonte,Ortopedista,14
1512,Missie,1966-12-07,Ribeirão das Neves,Dermatologista,794
1513,Whit,1947-05-10,Santa Luzia,Pediatra,497
1514,Casper,1997-01-25,Santa Luzia,Neurologista,512
1515,Malissie,1969-12-24,Contagem,Neurologista,827
1516,Rosalia,1971-04-16,Belo Horizonte,Dermatologista,831
1517,Rosaline,1972-12-13,Belo Horizonte,Ortopedista,382
1518,Walker,1992-06-19,Ribeirão das Neves,Pediatra,803
1519,Clyde,1972-06-23,Contagem,Pediatra,11
1520,Sonia,1948-09-14,Santa Luzia,Ortopedista,922
1521,Ramona,1994-08-31,Contagem,Neurologista,824
1522,Buford,1957-09-18,Santa Luzia,Dermatologista,726
1523,Amada,1968-12-07,Betim,Dermatologista,575
1524,Ingrid,1980-09-04,Contagem,Dermatologista,628
1525,Elwin,1983-01-11,Santa Luzia,Cirurgião,172
1526,Zeb,1945-12-13,Santa Luzia,Cardiologista,578
1527,Bobbie,1961-04-02,Ribeirão das Neves,Neurologista,801
1528,Oliver,1975-07-05,Betim,Dermatologista,927
1529,Polly,1946-02-06,Contagem,Cirurgião,521
1530,Thressa,1960-05-23,Santa Luzia,Ortopedista,402
1531,Pinkney,1998-08-08,Belo Horizonte,Dermatologista,356
1532,Owen,1992-08-04,Ribeirão das Neves,Neurologista,935
1533,Prince,1992-05-06,Belo Horizonte,Pediatra,742
1534,Santiago,1955-10-04,Contagem,Cirurgião,197
1535,Jimmy,1992-06-04,Betim,Pediatra,458
1536,Lavelle,1954-05-15,Santa Luzia,Pediatra,144
1537,Ilma,1970-02-22,Santa Luzia,Pediatra,158
1538,Ivah,1944-07-30,Santa Luzia,Ortopedista,436
1539,Roma,1977-08-05,Belo Horizonte,Pediatra,107
1540,Steven,1973-01-28,Ribeirão das Neves,Dermatologista,465
1541,Fleda,1992-04-10,Betim,Ortopedista,763
1542,Montie,1999-08-25,Ribeirão das Neves,Cirurgião,942
1543,Maree,1977-09-09,Contagem,Ortopedista,912
1544,Golden,1947-10-05,Belo Horizonte,Cardiologista,644
1545,Rosia,1950-12-03,Ribeirão das Neves,Cardiologista,200
1546,Jennette,1992-11-27,Santa Luzia,Ortopedista,665
1547,Clara,1979-06-07,Betim,Cardiologista,347
1548,Hilaria,1996-06-04,Ribeirão das Neves,Ortopedista,758
1549,Scott,1976-06-05,Belo Horizonte,Dermatologista,836
1550,Thora,1951-07-30,Belo Horizonte,Dermatologista,837
1551,Malcolm,1966-01-11,Betim,Pediatra,550
1552,Cliffie,1999-08-30,Santa Luzia,Cardiologista,653
1553,Malissie,1988-11-23,Contagem,Cardiologista,118
1554,Celestine,1991-01-07,Ribeirão das Neves,Neurologista,727
1555,Matthew,1967-07-13,Ribeirão das Neves,Neurologista,690
1556,Herman,1952-03-18,Contagem,Pediatra,551
1557,Lucien,1999-03-15,Contagem,Neurologista,725
1558,Rosa,1999-06-29,Ribeirão das Neves,Ortopedista,27
1559,Forrest,1964-01-26,Contagem,Neurologista,834
1560,Laverna,1953-08-04,Betim,Ortopedista,522
1561,Verdie,1951-08-01,Santa Luzia,Cardiologista,830
1562,Cornelio,1990-11-18,Contagem,Cardiologista,228
1563,Alice,1989-07-01,Belo Horizonte,Pediatra,936
1564,Nathan,1961-05-04,Belo Horizonte,Ortopedista,819
1565,Marvin,1973-08-25,Belo Horizonte,Neurologista,243
1566,Junie,1987-09-13,Santa Luzia,Pediatra,622
1567,Jewel,1973-06-12,Contagem,Ortopedista,823
1568,Georgianna,1965-02-04,Contagem,Ortopedista,188
1569,Howell,1985-10-12,Belo Horizonte,Dermatologista,298
1570,Belton,1962-12-08,Betim,Cirurgião,27
1571,Felipe,1949-12-25,Belo Horizonte,Pediatra,75
1572,Jonathan,1983-05-15,Betim,Cirurgião,721
1573,John,1970-01-14,Betim,Ortopedista,929
1574,Clarabelle,1962-06-11,Contagem,Pediatra,274
1575,Mertis,1968-08-31,Contagem,Cirurgião,9
1576,Mary,1955-07-30,Belo Horizonte,Pediatra,168
1577,Marcelino,1959-08-21,Betim,Cardiologista,576
1578,Hillary,1981-12-05,Betim,Pediatra,532
1579,Hjalmer,1981-09-23,Belo Horizonte,Dermatologista,849
1580,Evia,1963-01-17,Betim,Cardiologista,946
1581,Christian,1973-05-29,Ribeirão das Neves,Ortopedista,670
1582,Rosalee,1971-05-24,Belo Horizonte,Pediatra,308
1583,Susie,1956-07-05,Betim,Ortopedista,377
1584,August,1971-09-10,Ribeirão das Neves,Ortopedista,221
1585,Jean,1956-02-27,Ribeirão das Neves,Cirurgião,904
1586,Lynwood,1972-09-28,Contagem,Cirurgião,595
1587,Dozier,1981-10-25,Betim,Pediatra,882
1588,Edith,1999-06-04,Betim,Neurologista,715
1589,Madlyn,1971-03-11,Contagem,Ortopedista,651
1590,Annie,1944-03-17,Belo Horizonte,Dermatologista,605
1591,Selina,1975-07-22,Belo Horizonte,Dermatologista,675
1592,Izetta,1984-12-28,Ribeirão das Neves,Ortopedista,195
1593,Alvena,1999-10-13,Betim,Cirurgião,566
1594,Marcellus,1967-09-12,Belo Horizonte,Pediatra,129
1595,Henry,1976-06-22,Santa Luzia,Ortopedista,510
1596,Lowell,1991-08-14,Santa Luzia,Cardiologista,484
1597,Elizbeth,1984-11-26,Betim,Cirurgião,497
1598,Barbara,1950-11-25,Belo Horizonte,Neurologista,508
1599,May,1992-01-21,Contagem,Cirurgião,891
1600,Whit,1972-04-16,Contagem,Cirurgião,760
1601,Loula,1954-08-11,Belo Horizonte,Ortopedista,866
1602,George,1980-11-13,Betim,Dermatologista,749
1603,Zula,1950-08-25,Contagem,Cirurgião,623
1604,Lura,1980-06-08,Betim,Neurologista,213
1605,Lorraine,1983-04-15,Ribeirão das Neves,Dermatologista,923
1606,Ben,1983-05-01,Santa Luzia,Dermatologista,255
1607,Armando,1950-03-24,Contagem,Dermatologista,612
1608,Evangeline,1965-10-06,Contagem,Dermatologista,784
1609,Sampson,1947-12-11,Belo Horizonte,Cardiologista,305
1610,Riley,1989-04-10,Belo Horizonte,Cardiologista,13
1611,Aura,1989-03-30,Ribeirão das Neves,Cirurgião,189
1612,Gustav,1991-08-01,Betim,Cirurgião,570
1613,Georgie,1979-10-21,Contagem,Dermatologista,674
1614,Franklyn,1963-03-17,Ribeirão das Neves,Cirurgião,93
1615,Isola,1948-09-17,Belo Horizonte,Ortopedista,646
1616,Jeannette,1960-10-17,Ribeirão das Neves,Ortopedista,341
1617,Buck,1978-10-27,Ribeirão das Neves,Neurologista,796
1618,Sim,1971-10-10,Ribeirão das Neves,Cirurgião,667
1619,Dorthey,1948-03-26,Contagem,Ortopedista,637
1620,Lou,1954-06-30,Ribeirão das Neves,Neurologista,865
1621,Katherine,1947-09-27,Santa Luzia,Ortopedista,327
1622,Sonia,1952-11-22,Santa Luzia,Cardiologista,845
1623,Hervey,1966-03-02,Contagem,Pediatra,679
1624,Classie,1955-11-28,Betim,Cardiologista,137
1625,Inga,1982-09-25,Santa Luzia,Dermatologista,974
1626,Elisabeth,1997-12-08,Betim,Ortopedista,450
1627,Gus,1956-10-16,Santa Luzia,Ortopedista,276
1628,Alpha,1991-02-07,Santa Luzia,Pediatra,466
1629,Vena,1967-06-21,Ribeirão das Neves,Cardiologista,25
1630,Saul,1973-02-07,Santa Luzia,Cardiologista,145
1631,Williemae,1958-10-18,Betim,Pediatra,28
1632,Buddy,1985-07-16,Betim,Cirurgião,281
1633,Reather,1963-03-16,Ribeirão das Neves,Cardiologista,461
1634,Dessie,1957-09-10,Ribeirão das Neves,Pediatra,478
1635,Aida,1963-06-27,Santa Luzia,Neurologista,960
1636,Knute,1964-07-21,Santa Luzia,Pediatra,341
1637,Margaretha,1991-09-16,Ribeirão das Neves,Pediatra,166
1638,Otho,1946-06-13,Ribeirão das Neves,Dermatologista,63
1639,Goldye,1944-04-10,Ribeirão das Neves,Ortopedista,478
1640,Doretta,1959-01-26,Ribeirão das Neves,Pediatra,508
1641,Gladys,1982-04-12,Contagem,Ortopedista,858
1642,Osie,1946-07-23,Betim,Pediatra,734
1643,Nora,1950-12-16,Ribeirão das Neves,Dermatologista,836
1644,Lemuel,1999-09-04,Betim,Neurologista,623
1645,Ray,1962-06-01,Santa Luzia,Dermatologista,365
1646,Dot,1988-02-07,Contagem,Cirurgião,422
1647,Miguel,1995-03-06,Betim,Cardiologista,874
1648,Lorretta,1995-02-21,Santa Luzia,Ortopedista,79
1649,Alma,1978-01-26,Santa Luzia,Neurologista,250
1650,Lemuel,1982-10-25,Betim,Pediatra,250
1651,Chloa,1998-07-08,Betim,Dermatologista,416
1652,Royal,1949-10-16,Contagem,Pediatra,940
1653,Myrtis,1987-10-22,Contagem,Cardiologista,476
1654,Alder,1979-05-14,Betim,Dermatologista,699
1655,Isma,1980-12-06,Ribeirão das Neves,Pediatra,496
1656,Junior,1978-04-06,Betim,Pediatra,650
1657,Levina,1974-01-01,Santa Luzia,Cardiologista,588
1658,Anderson,1971-07-04,Ribeirão das Neves,Pediatra,297
1659,Stella,1972-07-29,Belo Horizonte,Cirurgião,307
1660,Annamae,1967-10-01,Betim,Neurologista,207
1661,Denise,1944-05-02,Belo Horizonte,Dermatologista,1
1662,Gus,1962-04-04,Belo Horizonte,Ortopedista,601
1663,Berry,1963-05-20,Betim,Dermatologista,218
1664,Almeda,1951-08-29,Belo Horizonte,Pediatra,237
1665,Schuyler,1957-11-08,Santa Luzia,Neurologista,319
1666,Hyrum,1983-03-25,Ribeirão das Neves,Cirurgião,364
1667,Inez,1986-08-31,Contagem,Ortopedista,742
1668,Drucilla,1965-03-06,Belo Horizonte,Ortopedista,932
1669,Marguerite,1966-04-27,Betim,Cardiologista,896
1670,Orris,1996-06-21,Belo Horizonte,Cardiologista,529
1671,Mavis,1956-04-07,Contagem,Pediatra,604
1672,Mada,1985-02-10,Betim,Cardiologista,761
1673,Granville,1945-08-03,Santa Luzia,Pediatra,132
1674,Vicente,1979-03-25,Contagem,Neurologista,664
1675,Eileen,1979-12-20,Contagem,Ortopedista,681
1676,Alonzo,1961-09-11,Santa Luzia,Cardiologista,997
1677,Hans,1988-01-13,Betim,Cardiologista,348
1678,June,1953-03-27,Contagem,Dermatologista,146
1679,Frankie,1984-01-29,Betim,Ortopedista,22
1680,Maudie,1962-10-28,Ribeirão das Neves,Ortopedista,854
1681,Omar,1998-10-19,Betim,Ortopedista,766
1682,Izola,1988-05-16,Contagem,Neurologista,380
1683,Myles,1982-01-21,Ribeirão das Neves,Pediatra,365
1684,Frank,1948-06-16,Santa Luzia,Dermatologista,106
1685,Augustine,1960-07-07,Ribeirão das Neves,Cardiologista,643
1686,Jordan,1948-04-25,Santa Luzia,Cirurgião,432
1687,Tekla,1949-11-30,Belo Horizonte,Ortopedista,437
1688,Orah,1955-01-24,Ribeirão das Neves,Cirurgião,877
1689,Georgeanna,1992-07-23,Betim,Pediatra,395
1690,Reecie,1996-09-01,Santa Luzia,Ortopedista,587
1691,Anson,1978-10-02,Ribeirão das Neves,Cirurgião,958
1692,Olinda,1986-03-21,Belo Horizonte,Dermatologista,763
1693,Bee,1996-12-29,Ribeirão das Neves,Ortopedista,757
1694,Annetta,1969-07-22,Belo Horizonte,Neurologista,987
1695,Allene,1981-05-19,Santa Luzia,Cirurgião,214
1696,Lilly,1953-04-17,Betim,Cirurgião,598
1697,Courtney,1975-05-06,Betim,Cardiologista,795
1698,Mickey,1980-07-01,Contagem,Neurologista,679
1699,Ivey,1958-01-18,Santa Luzia,Ortopedista,545
1700,Lawerence,1954-06-27,Ribeirão das Neves,Neurologista,234
1701,Timothy,1997-07-06,Contagem,Pediatra,208
1702,Clemie,1997-03-25,Belo Horizonte,Dermatologista,540
1703,Huston,1981-10-29,Ribeirão das Neves,Dermatologista,692
1704,Elva,1959-08-28,Ribeirão das Neves,Neurologista,539
1705,Emmit,1985-12-19,Santa Luzia,Cirurgião,645
1706,Verlie,1960-09-19,Santa Luzia,Pediatra,757
1707,Andres,1950-08-14,Belo Horizonte,Ortopedista,569
1708,Natalia,1995-12-04,Belo Horizonte,Neurologista,408
1709,Jimmie,1974-10-11,Santa Luzia,Dermatologista,781
1710,Macie,1974-10-22,Belo Horizonte,Cirurgião,190
1711,Albert,1987-02-19,Santa Luzia,Cardiologista,377
1712,Aletta,1962-01-09,Belo Horizonte,Ortopedista,51
1713,Doctor,1977-06-13,Contagem,Cardiologista,428
1714,Elzie,1967-08-25,Betim,Dermatologista,856
1715,Rollie,1997-09-30,Santa Luzia,Dermatologista,642
1716,Oral,1959-07-17,Ribeirão das Neves,Pediatra,300
1717,Nathalie,1990-06-26,Contagem,Pediatra,520
1718,Lovell,1953-11-20,Betim,Pediatra,373
1719,Mahala,1994-08-19,Betim,Dermatologista,18
1720,Farrell,1958-11-25,Santa Luzia,Pediatra,194
1721,Della,1975-09-21,Belo Horizonte,Cardiologista,658
1722,Nanie,1976-01-06,Betim,Cirurgião,380
1723,Sadye,1973-04-12,Contagem,Ortopedista,868
1724,Bernadette,1995-05-03,Ribeirão das Neves,Dermatologista,211
1725,Bud,1979-05-08,Belo Horizonte,Pediatra,697
1726,Oran,1962-02-28,Belo Horizonte,Cardiologista,408
1727,Lester,1996-11-19,Ribeirão das Neves,Neurologista,40
1728,Priscilla,1989-11-03,Betim,Neurologista,369
1729,Philo,1988-08-27,Belo Horizonte,Ortopedista,132
1730,Lorena,1991-12-02,Belo Horizonte,Neurologista,749
1731,Leroy,1957-04-28,Betim,Neurologista,318
1732,Al,1976-05-20,Contagem,Dermatologista,934
1733,Prudence,1956-02-07,Belo Horizonte,Neurologista,510
1734,Edmond,1951-05-28,Santa Luzia,Cardiologista,931
1735,Ermine,1967-03-12,Betim,Cirurgião,236
1736,Eudora,1991-01-11,Santa Luzia,Dermatologista,895
1737,Tressie,1954-04-28,Betim,Ortopedista,592
1738,Rea,1993-09-01,Belo Horizonte,Pediatra,161
1739,Harvey,1983-03-05,Santa Luzia,Pediatra,725
1740,Leonard,1977-04-16,Contagem,Cardiologista,60
1741,Juanita,1987-03-23,Ribeirão das Neves,Cirurgião,559
1742,Antonia,1950-07-01,Betim,Neurologista,585
1743,Talmage,1991-01-07,Contagem,Dermatologista,602
1744,Eldridge,1954-11-17,Betim,Cirurgião,722
1745,Antoinette,1973-06-10,Belo Horizonte,Cardiologista,179
1746,Louella,1964-06-30,Belo Horizonte,Ortopedista,604
1747,Reed,1977-01-09,Contagem,Neurologista,190
1748,Raymon,1975-03-01,Santa Luzia,Pediatra,357
1749,Rosa,1954-10-19,Contagem,Dermatologista,153
1750,Nicie,1961-07-27,Contagem,Cirurgião,408
1751,Elmira,1970-07-02,Contagem,Neurologista,905
1752,Scott,1963-02-08,Belo Horizonte,Ortopedista,880
1753,Gay,1952-04-26,Contagem,Cardiologista,356
1754,Neva,1971-12-16,Contagem,Neurologista,975
1755,Onie,1945-06-25,Contagem,Ortopedista,585
1756,Wayne,1998-05-04,Ribeirão das Neves,Cirurgião,785
1757,Zora,1944-04-25,Betim,Cardiologista,960
1758,Sie,1972-04-28,Contagem,Neurologista,333
1759,Earnestine,1956-07-22,Belo Horizonte,Ortopedista,188
1760,Daniel,1950-12-19,Santa Luzia,Cardiologista,191
1761,Tula,1968-07-17,Belo Horizonte,Pediatra,128
1762,Odus,1953-03-02,Betim,Ortopedista,488
1763,Zelda,1952-04-14,Belo Horizonte,Ortopedista,465
1764,Andy,1988-01-22,Belo Horizonte,Ortopedista,767
1765,Josephine,1987-10-27,Ribeirão das Neves,Cardiologista,374
1766,Delphine,1977-09-07,Contagem,Ortopedista,339
1767,Jacques,1948-10-02,Betim,Cirurgião,838
1768,Wavie,1978-10-04,Santa Luzia,Ortopedista,401
1769,Mollye,1985-07-22,Belo Horizonte,Cardiologista,935
1770,Monica,1999-09-23,Ribeirão das Neves,Dermatologista,539
1771,Percy,1979-01-17,Ribeirão das Neves,Cardiologista,495
1772,Anne,1970-12-11,Contagem,Ortopedista,570
1773,Taylor,1970-06-01,Belo Horizonte,Cirurgião,512
1774,Devota,1987-03-18,Betim,Dermatologista,548
1775,Malissa,1954-06-20,Betim,Ortopedista,361
1776,Vee,1950-07-03,Santa Luzia,Neurologista,497
1777,Antha,1987-10-10,Contagem,Neurologista,121
1778,Jannie,1945-08-14,Betim,Ortopedista,992
1779,Minnie,1959-03-16,Ribeirão das Neves,Cardiologista,119
1780,Phillis,1984-07-14,Contagem,Cardiologista,329
1781,Bettie,1967-01-09,Belo Horizonte,Cardiologista,441
1782,Woodson,1971-01-27,Belo Horizonte,Cardiologista,906
1783,Winnie,1949-01-24,Contagem,Ortopedista,378
1784,Ellis,1970-08-20,Ribeirão das Neves,Dermatologista,885
1785,Augusta,1987-06-01,Ribeirão das Neves,Cirurgião,761
1786,Parker,1983-01-22,Contagem,Pediatra,69
1787,Onnie,1967-06-08,Betim,Cirurgião,346
1788,Grady,1944-11-20,Contagem,Cirurgião,711
1789,Lelar,1967-03-31,Santa Luzia,Cardiologista,163
1790,Pink,1981-07-19,Contagem,Pediatra,333
1791,Leonora,1994-09-09,Contagem,Cardiologista,296
1792,Archie,1994-05-24,Betim,Neurologista,127
1793,Burdette,1963-05-23,Betim,Cardiologista,117
1794,Librada,1958-03-31,Betim,Dermatologista,499
1795,Freada,1970-03-09,Betim,Dermatologista,309
1796,Francies,1987-12-22,Belo Horizonte,Cardiologista,179
1797,Napoleon,1989-02-20,Betim,Cirurgião,228
1798,Signe,1996-08-15,Belo Horizonte,Ortopedista,364
1799,Willma,1997-02-03,Santa Luzia,Dermatologista,493
1800,Neta,1954-05-10,Santa Luzia,Ortopedista,373
1801,Alyne,1958-03-28,Santa Luzia,Ortopedista,5
1802,Howard,1997-04-08,Contagem,Pediatra,457
1803,Beata,1971-04-30,Santa Luzia,Dermatologista,754
1804,Freda,1988-10-27,Ribeirão das Neves,Cirurgião,139
1805,Samie,1976-03-01,Betim,Ortopedista,879
1806,Gracie,1964-07-22,Ribeirão das Neves,Ortopedista,180
1807,Bruce,1951-04-30,Contagem,Pediatra,91
1808,Hardin,1967-04-26,Santa Luzia,Pediatra,924
1809,Issac,1989-10-01,Contagem,Pediatra,849
1810,Addison,1969-11-29,Contagem,Dermatologista,794
1811,Hugh,1969-09-15,Belo Horizonte,Pediatra,226
1812,Everette,1966-09-05,Belo Horizonte,Cirurgião,70
1813,Alphonso,1968-09-24,Contagem,Pediatra,348
1814,Gail,1994-12-28,Ribeirão das Neves,Dermatologista,580
1815,Zina,1986-01-21,Contagem,Neurologista,338
1816,Rafaela,1952-12-16,Ribeirão das Neves,Cardiologista,76
1817,Dixie,1990-06-20,Ribeirão das Neves,Cirurgião,66
1818,Chris,1975-09-08,Ribeirão das Neves,Cardiologista,246
1819,Steve,1969-01-10,Ribeirão das Neves,Pediatra,741
1820,Sheldon,1997-03-07,Contagem,Cardiologista,508
1821,Hilliard,1944-12-10,Ribeirão das Neves,Dermatologista,703
1822,Young,1977-08-19,Ribeirão das Neves,Ortopedista,953
1823,Yola,1963-06-04,Santa Luzia,Neurologista,941
1824,Meryle,1954-01-12,Betim,Dermatologista,486
1825,Sam,1975-09-14,Ribeirão das Neves,Cardiologista,27
1826,Huey,1983-02-20,Santa Luzia,Dermatologista,477
1827,Frederic,1964-01-12,Betim,Cirurgião,212
1828,Antonina,1967-08-31,Santa Luzia,Dermatologista,613
1829,Susanna,1998-10-09,Contagem,Neurologista,129
1830,Ione,1945-07-30,Contagem,Cardiologista,999
1831,Cilla,1948-03-01,Betim,Dermatologista,809
1832,Eufemia,1952-05-25,Belo Horizonte,Ortopedista,631
1833,Lonnie,1955-04-04,Contagem,Neurologista,146
1834,Arlie,1982-10-31,Contagem,Dermatologista,522
1835,Guilford,1975-08-25,Contagem,Pediatra,392
1836,Amos,1952-04-17,Belo Horizonte,Cardiologista,614
1837,Ozzie,1967-12-18,Contagem,Dermatologista,725
1838,Willie,1995-07-26,Belo Horizonte,Ortopedista,299
1839,Wash,1971-08-30,Ribeirão das Neves,Neurologista,686
1840,Marion,1956-05-19,Ribeirão das Neves,Neurologista,509
1841,Georgeanna,1959-02-22,Santa Luzia,Cardiologista,256
1842,Irvin,1987-04-28,Belo Horizonte,Ortopedista,963
1843,Lisa,1961-05-18,Betim,Ortopedista,477
1844,Arie,1969-06-15,Santa Luzia,Dermatologista,729
1845,Myrtie,1994-05-15,Contagem,Neurologista,727
1846,Earnest,1995-02-18,Ribeirão das Neves,Dermatologista,215
1847,Edna,1970-01-04,Santa Luzia,Dermatologista,711
1848,Harvy,1987-11-14,Betim,Dermatologista,758
1849,Leona,1946-06-09,Ribeirão das Neves,Ortopedista,783
1850,Geneva,1975-09-16,Santa Luzia,Cardiologista,303
1851,Vester,1962-02-07,Santa Luzia,Cirurgião,164
1852,Leila,1946-02-19,Ribeirão das Neves,Neurologista,182
1853,Wayne,1944-03-27,Ribeirão das Neves,Cirurgião,988
1854,Cathryn,1961-11-26,Ribeirão das Neves,Pediatra,922
1855,Joan,1984-08-08,Santa Luzia,Dermatologista,435
1856,Della,1978-06-30,Santa Luzia,Pediatra,628
1857,Roberta,1978-10-27,Belo Horizonte,Ortopedista,858
1858,Oneal,1987-06-17,Ribeirão das Neves,Cardiologista,423
1859,Sibyl,1973-04-20,Contagem,Pediatra,20
1860,Lonnie,1955-06-18,Contagem,Dermatologista,499
1861,Wilson,1977-07-19,Belo Horizonte,Cardiologista,743
1862,Carlotta,1994-05-05,Contagem,Ortopedista,30
1863,Libby,1980-12-11,Contagem,Neurologista,862
1864,Johnie,1992-10-18,Ribeirão das Neves,Dermatologista,805
1865,Floria,1969-11-08,Ribeirão das Neves,Dermatologista,373
1866,Meda,1979-03-15,Betim,Neurologista,7
1867,Kate,1999-12-18,Santa Luzia,Dermatologista,788
1868,Docia,1944-01-20,Belo Horizonte,Cardiologista,827
1869,Noel,1952-11-09,Belo Horizonte,Cardiologista,407
1870,Arrilla,1969-03-30,Contagem,Pediatra,125
1871,Netta,1959-11-09,Santa Luzia,Ortopedista,876
