rg,nome,idade,cidade,salario
10743926,Celesta,1980-10-16,Contagem,1464.00
10743947,Eulah,1992-12-05,Betim,1481.00
10743968,Amada,1991-02-05,Ribeirão das Neves,2384.00
10743989,Lennie,1953-10-11,Contagem,1916.00
10744010,Louis,1984-10-18,Ribeirão das Neves,1818.00
10744031,Agnes,1947-11-07,Belo Horizonte,2088.00
10744052,Virginia,1966-03-02,Belo Horizonte,2468.00
10744073,Annie,1969-08-18,Belo Horizonte,2117.00
10744094,Malissa,1959-08-23,Contagem,2128.00
10744115,Anderson,1970-05-04,Santa Luzia,2438.00
10744136,Almira,1972-08-09,Betim,2099.00
10744157,Louisa,1961-03-09,Santa Luzia,1516.00
10744178,Cherry,1949-01-19,Ribeirão das Neves,1889.00
10744199,Violetta,1971-01-26,Contagem,1916.00
10744220,Madaline,1980-07-28,Ribeirão das Neves,1399.00
10744241,Olen,1963-12-15,Belo Horizonte,1817.00
10744262,Louisiana,1996-01-20,Ribeirão das Neves,1775.00
10744283,Nelia,1965-12-10,Contagem,1547.00
10744304,Jonas,1967-07-26,Ribeirão das Neves,1344.00
